gene	AD.Ex.betweenness	AD.Ex.degree_in	AD.Ex.degree_out	Ctrl.Ex.betweenness	Ctrl.Ex.degree_in	Ctrl.Ex.degree_out	AD.In.betweenness	AD.In.degree_in	AD.In.degree_out	Ctrl.In.betweenness	Ctrl.In.degree_in	Ctrl.In.degree_out	AD.Mic.betweenness	AD.Mic.degree_in	AD.Mic.degree_out	Ctrl.Mic.betweenness	Ctrl.Mic.degree_in	Ctrl.Mic.degree_out	AD.Oli.betweenness	AD.Oli.degree_in	AD.Oli.degree_out	Ctrl.Oli.betweenness	Ctrl.Oli.degree_in	Ctrl.Oli.degree_out
ELP6	NA	NA	NA	NA	NA	NA	0	36	0	0	36	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EMC3	0	55	0	0	61	0	0	50	0	0	51	0	0	51	0	0	59	0	NA	NA	NA	NA	NA	NA
EMC6	0	44	0	0	41	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EML4	0	83	0	0	81	0	0	78	0	0	80	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EML6	0	102	0	0	102	0	0	96	0	0	99	0	0	73	0	0	66	0	0	74	0	0	68	0
EMP3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	38	0	0	44	0	NA	NA	NA	NA	NA	NA
EMX1	182.972555618118	72	31	153.081633806525	72	32	78.7517135727408	43	28	93.8132271009347	45	29	NA	NA	NA	NA	NA	NA	0	0	18	0	0	19
EMX2	0	0	30	0	0	33	0	0	34	0	0	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	17
EN2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	21	NA	NA	NA
ENC1	0	109	0	0	110	0	0	111	0	0	115	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENDOD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	59	0	0	60	0
ENDOV	0	56	0	0	58	0	0	51	0	0	59	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENKD1	0	56	0	0	55	0	0	49	0	0	50	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENKUR	NA	NA	NA	NA	NA	NA	0	79	0	0	92	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENOSF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	128	0	0	119	0
ENOX1	0	93	0	0	88	0	0	92	0	0	94	0	NA	NA	NA	NA	NA	NA	0	80	0	0	79	0
ENSA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	75	0	0	70	0
ENTPD6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	67	0	0	61	0	NA	NA	NA	NA	NA	NA
EOMES	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	147	NA	NA	NA	NA	NA	NA	NA	NA	NA
EPB41L1	NA	NA	NA	NA	NA	NA	0	82	0	0	88	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EPB41L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	53	0	0	45	0	NA	NA	NA	NA	NA	NA
EPB41L3	0	140	0	0	135	0	0	102	0	0	114	0	0	96	0	0	90	0	NA	NA	NA	NA	NA	NA
EPC1	NA	NA	NA	NA	NA	NA	0	80	0	0	85	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EPHA4	0	81	0	0	77	0	0	76	0	0	79	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EPHB6	0	118	0	0	119	0	0	88	0	0	88	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EPHX2	NA	NA	NA	NA	NA	NA	0	73	0	0	74	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EPM2AIP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	60	0	0	60	0
EPN2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	84	0	0	83	0
EPS8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	57	0	0	52	0	NA	NA	NA	NA	NA	NA
ERAL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	62	0	0	46	0	NA	NA	NA	NA	NA	NA
ERAP2	0	59	0	0	58	0	0	54	0	0	49	0	NA	NA	NA	NA	NA	NA	0	44	0	0	41	0
ERBB4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	77	0	0	78	0
ERC2	0	93	0	0	97	0	0	81	0	0	87	0	0	53	0	0	56	0	NA	NA	NA	NA	NA	NA
ERCC1	0	100	0	0	100	0	0	83	0	0	88	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERCC4	0	86	0	0	87	0	0	55	0	0	59	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERG	0	0	22	0	0	23	0	0	26	0	0	26	0	0	14	0	0	12	0	0	14	0	0	12
ERGIC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	58	0	0	63	0	NA	NA	NA	NA	NA	NA
ERI1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	30	0	0	30	0	NA	NA	NA	NA	NA	NA
ERLIN1	NA	NA	NA	NA	NA	NA	0	51	0	0	51	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERLIN2	0	47	0	0	49	0	NA	NA	NA	NA	NA	NA	0	44	0	0	42	0	NA	NA	NA	NA	NA	NA
ERMAP	NA	NA	NA	NA	NA	NA	0	60	0	0	61	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ESAM	0	68	0	0	71	0	0	61	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ESCO2	NA	NA	NA	NA	NA	NA	0	35	0	0	27	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ESR1	0	0	1260	0	0	1278	0	0	1448	0	0	1429	0	0	1114	0	0	1073	0	0	816	0	0	796
ESR2	19833.7327734835	85	1051	18794.476402765	81	1064	23498.0690812241	84	1194	23541.070207312	84	1211	0	0	954	0	0	929	0	0	633	0	0	662
ESRRA	0	0	328	0	0	326	0	0	361	0	0	354	0	0	226	0	0	243	0	0	203	0	0	199
ESRRB	0	0	357	0	0	347	0	0	382	0	0	394	0	0	215	0	0	234	0	0	216	0	0	202
ETF1	0	77	0	0	80	0	0	75	0	0	75	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS1	0	0	148	0	0	148	0	0	174	0	0	169	0	0	86	0	0	85	0	0	90	0	0	83
ETS2	0	111	0	0	116	0	0	76	0	0	72	0	0	47	0	0	47	0	NA	NA	NA	NA	NA	NA
ETV1	0	0	19	0	0	20	536.504014133086	88	18	390.848847244509	97	20	0	0	10	0	0	11	0	0	7	0	0	9
ETV2	0	0	43	0	0	59	NA	NA	NA	0	0	99	NA	NA	NA	NA	NA	NA	0	0	53	0	0	29
ETV3	0	0	28	0	0	36	0	0	29	0	0	34	98.9536110875073	40	27	58.9639426118444	32	21	0	0	16	0	0	19
ETV4	0	0	17	0	0	17	0	0	16	0	0	15	0	0	5	0	0	7	0	0	7	0	0	8
ETV5	0	0	22	0	0	23	780.336513601622	75	10	1271.43000175983	83	15	0	0	8	0	0	10	0	0	10	0	0	8
ETV6	5392.09037072614	135	75	4745.99645039027	145	76	5183.3564601348	79	80	7588.84482217979	78	80	2691.32555894543	76	68	3423.76800577899	71	62	763.470022917847	84	37	1151.33253115134	73	41
EVI2A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	53	0	0	65	0
EVI5L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	58	0	0	51	0	NA	NA	NA	NA	NA	NA
EXOC4	0	79	0	0	77	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EXOC8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	27	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
EXT1	0	108	0	0	107	0	0	108	0	0	113	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EXTL1	0	60	0	0	58	0	0	56	0	0	60	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EXTL3	0	52	0	0	46	0	0	62	0	0	63	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EYA3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	42	0	0	41	0	NA	NA	NA	NA	NA	NA
EZH2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	46	0	0	47	0	NA	NA	NA	NA	NA	NA
EZR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	72	0	0	56	0	NA	NA	NA	NA	NA	NA
F11R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	45	0	0	43	0	NA	NA	NA	NA	NA	NA
FA2H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	67	0	0	68	0
FAAP20	0	61	0	0	66	0	0	58	0	0	58	0	0	51	0	0	39	0	NA	NA	NA	NA	NA	NA
FABP3	NA	NA	NA	NA	NA	NA	0	78	0	0	81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAHD1	0	65	0	0	69	0	0	62	0	0	56	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAHD2A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	43	0	0	50	0	0	45	0	0	43	0
FAHD2B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	62	0	0	54	0
FAM102A	NA	NA	NA	NA	NA	NA	0	67	0	0	69	0	NA	NA	NA	NA	NA	NA	0	80	0	0	74	0
FAM104A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	55	0	0	56	0
FAM107B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	96	0	0	88	0
FAM110B	0	51	0	0	50	0	NA	NA	NA	NA	NA	NA	0	45	0	0	39	0	NA	NA	NA	NA	NA	NA
FAM110C	0	45	0	0	47	0	0	32	0	0	29	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM114A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	49	0	0	55	0	NA	NA	NA	NA	NA	NA
FAM117A	NA	NA	NA	NA	NA	NA	0	59	0	0	65	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM118A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	45	0	0	28	0	NA	NA	NA	NA	NA	NA
FAM120A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	78	0	0	69	0
FAM120AOS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	52	0	0	47	0
FAM120B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	69	0	0	65	0	NA	NA	NA	NA	NA	NA
FAM124A	NA	NA	NA	NA	NA	NA	0	59	0	0	62	0	NA	NA	NA	NA	NA	NA	0	59	0	0	57	0
FAM126A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	43	0	0	40	0	NA	NA	NA	NA	NA	NA
FAM126B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	32	0	0	33	0	NA	NA	NA	NA	NA	NA
FAM131B	NA	NA	NA	NA	NA	NA	0	71	0	0	71	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM133B	NA	NA	NA	NA	NA	NA	0	57	0	0	66	0	0	63	0	0	64	0	NA	NA	NA	NA	NA	NA
FAM136A	0	52	0	0	57	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM13A	0	86	0	0	87	0	NA	NA	NA	NA	NA	NA	0	67	0	0	63	0	NA	NA	NA	NA	NA	NA
FAM13B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	85	0	0	81	0
FAM13C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	111	0	0	94	0
FAM155A	NA	NA	NA	NA	NA	NA	0	52	0	0	55	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM160A2	0	49	0	0	51	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM160B1	NA	NA	NA	NA	NA	NA	0	71	0	0	78	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM161A	NA	NA	NA	NA	NA	NA	0	56	0	0	61	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM161B	NA	NA	NA	NA	NA	NA	0	43	0	0	41	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM168A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	39	0	0	41	0	0	57	0	0	56	0
FAM171A1	0	54	0	0	53	0	0	87	0	0	84	0	NA	NA	NA	NA	NA	NA	0	84	0	0	78	0
FAM184A	NA	NA	NA	NA	NA	NA	0	74	0	0	75	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM184B	0	104	0	0	106	0	0	112	0	0	124	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM200B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	64	0	0	64	0	0	57	0	0	63	0
FAM20B	NA	NA	NA	NA	NA	NA	0	54	0	0	57	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM20C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	60	0	0	58	0	0	63	0	0	58	0
FAM214A	0	81	0	0	83	0	0	76	0	0	79	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM214B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	55	0	0	61	0	0	70	0	0	82	0
FAM219B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	53	0	0	54	0	NA	NA	NA	NA	NA	NA
FAM220A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	45	0	NA	NA	NA	NA	NA	NA
FAM221B	0	25	0	0	30	0	0	37	0	0	32	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM222A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	77	0	0	71	0
FAM222B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	62	0	0	66	0	NA	NA	NA	NA	NA	NA
FAM227A	0	50	0	0	52	0	0	49	0	0	45	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM32A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	48	0	0	53	0	NA	NA	NA	NA	NA	NA
FAM47E	0	42	0	0	37	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM76B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	60	0	0	55	0
FAM89A	0	44	0	0	43	0	0	44	0	0	46	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM8A1	0	66	0	0	68	0	0	60	0	0	59	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	58	0	0	58	0
FANCL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	40	0	0	40	0	0	58	0	0	61	0
FAP	0	72	0	0	73	0	0	6	0	0	27	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FARP1	0	117	0	0	118	0	0	112	0	0	124	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FARS2	NA	NA	NA	NA	NA	NA	0	50	0	0	50	0	0	68	0	0	70	0	0	54	0	0	55	0
FASTKD2	0	57	0	0	61	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAT1	NA	NA	NA	NA	NA	NA	0	64	0	0	67	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBXL18	NA	NA	NA	NA	NA	NA	0	79	0	0	90	0	0	55	0	0	54	0	0	63	0	0	67	0
FBXL22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	31	0	0	20	0
FBXL5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	53	0	0	55	0	NA	NA	NA	NA	NA	NA
FBXL7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	113	0	0	103	0
FBXL8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	27	0	0	20	0
FBXO10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	37	0	0	37	0
FBXO11	0	65	0	0	67	0	0	72	0	0	75	0	0	64	0	0	60	0	NA	NA	NA	NA	NA	NA
FBXO16	0	76	0	0	68	0	0	93	0	0	92	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBXO32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	82	0	0	83	0
FBXO34	0	89	0	0	88	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBXO4	0	96	0	0	93	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBXO48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	35	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBXO6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	43	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBXO7	0	70	0	0	79	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBXW7	0	107	0	0	128	0	0	110	0	0	119	0	0	72	0	0	74	0	NA	NA	NA	NA	NA	NA
FCER1G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	51	0	0	50	0	NA	NA	NA	NA	NA	NA
FCHSD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	50	0	0	40	0	0	87	0	0	86	0
FDPS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	45	0	0	43	0	NA	NA	NA	NA	NA	NA
FEM1A	0	68	0	0	73	0	0	71	0	0	80	0	0	38	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEM1B	NA	NA	NA	NA	NA	NA	0	47	0	0	46	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEM1C	0	90	0	0	91	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FER	0	73	0	0	67	0	0	71	0	0	71	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FES	0	92	0	0	98	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEV	0	0	75	0	0	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEZ1	0	91	0	0	97	0	0	73	0	0	74	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FGD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	70	0	0	58	0	NA	NA	NA	NA	NA	NA
FGF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	88	0	0	87	0
FGF12	0	68	0	0	75	0	0	66	0	0	69	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FGF14	NA	NA	NA	NA	NA	NA	0	57	0	0	61	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FGFR1OP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	61	0	0	65	0	NA	NA	NA	NA	NA	NA
FGFR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	109	0	0	99	0
FGFRL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	34	0	0	37	0
FGGY	0	80	0	0	85	0	NA	NA	NA	NA	NA	NA	0	70	0	0	71	0	NA	NA	NA	NA	NA	NA
FGL1	0	35	0	0	21	0	NA	NA	NA	0	46	0	NA	NA	NA	NA	NA	NA	0	8	0	0	6	0
FGR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	59	0	0	59	0	0	39	0	0	35	0
FHAD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	48	0	0	33	0	NA	NA	NA	NA	NA	NA
FHIT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	49	0	0	51	0	NA	NA	NA	NA	NA	NA
FHOD3	NA	NA	NA	NA	NA	NA	0	77	0	0	82	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FIBP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	39	0	NA	NA	NA	NA	NA	NA
FICD	0	46	0	0	52	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FIG4	0	69	0	0	84	0	0	73	0	0	80	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FIGLA	0	0	77	0	0	97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FIGNL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	39	0	0	54	0	NA	NA	NA	NA	NA	NA
FJX1	0	94	0	0	100	0	0	38	0	0	52	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	39	0
FKBP14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	34	0	0	36	0	0	48	0	0	57	0
FKBP5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	73	0	0	80	0	NA	NA	NA	NA	NA	NA
FKRP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	45	0	0	51	0	NA	NA	NA	NA	NA	NA
FLI1	0	0	265	0	0	290	0	0	320	0	0	343	0	0	220	0	0	227	0	0	172	0	0	147
FLNB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	67	0	0	69	0
FLRT3	0	134	0	0	134	0	0	102	0	0	114	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FLVCR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	62	0	0	55	0	NA	NA	NA	NA	NA	NA
FLYWCH1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	71	0	0	72	0
FMN1	NA	NA	NA	NA	NA	NA	0	79	0	0	83	0	0	59	0	0	61	0	NA	NA	NA	NA	NA	NA
FMN2	0	67	0	0	74	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FMNL2	0	78	0	0	71	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	56	0	0	56	0
FMNL3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	62	0	0	52	0	NA	NA	NA	NA	NA	NA
FNBP1L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	45	0	0	46	0	NA	NA	NA	NA	NA	NA
FNDC3B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	71	0	0	68	0	NA	NA	NA	NA	NA	NA
FNTA	0	55	0	0	62	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	55	0	0	55	0
FNTB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	60	0	0	57	0
FOLR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	42	0	0	44	0	NA	NA	NA	NA	NA	NA
FOS	0	0	427	0	0	448	0	0	399	0	0	471	3706.8730638901	65	288	3562.7619178758	66	265	0	0	258	0	0	260
FOSB	0	0	146	0	0	134	0	0	123	0	0	159	NA	NA	NA	0	0	70	NA	NA	NA	0	0	85
FOSL1	0	0	227	0	0	240	NA	NA	NA	0	0	295	NA	NA	NA	0	0	163	NA	NA	NA	NA	NA	NA
FOSL2	30602.6360404023	134	369	27945.316447529	143	382	23945.814195175	116	441	18214.553909796	109	442	0	0	234	0	0	259	0	0	218	0	0	220
FOXB1	0	0	79	0	0	85	0	0	111	0	0	114	NA	NA	NA	NA	NA	NA	0	0	85	0	0	81
FOXF2	2179.3260619327	41	274	2747.15945692999	54	279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FOXG1	509.584790499601	56	70	228.346610415396	57	70	0	0	59	0	0	56	NA	NA	NA	NA	NA	NA	0	0	51	0	0	45
FOXH1	0	0	130	0	0	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FOXJ3	0	65	0	0	66	0	0	60	0	0	65	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FOXK1	3296.22927103428	102	206	4123.45112603982	108	199	3227.34287249957	93	216	2802.56345927221	99	203	0	0	179	0	0	177	1198.01067162112	55	136	1227.66597782427	54	138
FOXK2	0	0	96	0	0	92	0	0	110	0	0	107	0	0	71	0	0	62	0	0	64	0	0	61
FOXN2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	78	0	0	81	0
FOXN3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	80	0	0	63	0	0	90	0	0	85	0
